h1x_velocity,h1y_velocity,h1z_velocity,h2x_velocity,h2y_velocity,h2z_velocity,center_x,center_y,center_z,center_x_velocity,center_y_velocity,center_z_velocity,h1x_position,h1y_position,h1z_position,h2x_position,h2y_position,h2z_position,hand1_to_center,hand2_to_center,time
0.262613,0.005317,-0.085799,-0.248343,-0.005390,-0.058647,-0.009077,-0.210263,1.013982,0.007135,-0.000037,-0.072219,-0.246291,-0.222490,1.019116,0.228136,-0.198037,1.008847,-0.264331,-0.264331,233
0.327984,0.047372,-0.087115,-0.309255,0.015442,-0.081221,-0.008765,-0.209216,1.011176,0.009364,0.031407,-0.084171,-0.235358,-0.220910,1.016212,0.217828,-0.197522,1.006139,-0.331841,-0.331841,234
0.373826,0.112429,-0.054470,-0.379396,0.023544,-0.099295,-0.008858,-0.206950,1.008613,-0.002785,0.067986,-0.076883,-0.222897,-0.217163,1.014397,0.205181,-0.196737,1.002830,-0.380092,-0.380092,235
0.444721,0.062212,-0.078199,-0.437812,0.031671,-0.081285,-0.008743,-0.205385,1.005955,0.003455,0.046941,-0.079740,-0.208073,-0.215089,1.011790,0.190588,-0.195682,1.000120,-0.449315,-0.449315,236
0.442120,0.071448,-0.064030,-0.448719,0.023289,-0.098961,-0.008853,-0.203806,1.003239,-0.003299,0.047369,-0.081496,-0.193336,-0.212707,1.009656,0.175630,-0.194905,0.996821,-0.447005,-0.447005,237
0.402267,0.098179,-0.085620,-0.446368,0.036848,-0.081013,-0.009588,-0.201556,1.000461,-0.022051,0.067513,-0.083317,-0.179927,-0.209435,1.006802,0.160751,-0.193677,0.994121,-0.409274,-0.409274,238
0.328554,0.108544,-0.036893,-0.398173,0.076251,-0.082390,-0.010748,-0.198476,0.998473,-0.034810,0.092397,-0.059642,-0.168975,-0.205817,1.005572,0.147479,-0.191135,0.991375,-0.334549,-0.334549,239
0.282380,0.083307,-0.063404,-0.336129,0.060283,-0.067459,-0.011644,-0.196083,0.996292,-0.026874,0.071795,-0.065432,-0.159563,-0.203040,1.003459,0.136275,-0.189126,0.989126,-0.288712,-0.288712,240
0.215754,0.078296,-0.035380,-0.287642,0.047752,-0.055216,-0.012842,-0.193982,0.994782,-0.035944,0.063024,-0.045297,-0.152371,-0.200430,1.002279,0.126687,-0.187534,0.987285,-0.220720,-0.220720,241
0.174286,0.058364,-0.028950,-0.235671,0.041737,-0.045226,-0.013865,-0.192314,0.993546,-0.030692,0.050050,-0.037088,-0.146561,-0.198484,1.001314,0.118831,-0.186143,0.985778,-0.178198,-0.178198,242
0.146391,0.028712,-0.073047,-0.191501,0.036724,-0.037027,-0.014617,-0.191223,0.991711,-0.022555,0.032718,-0.055037,-0.141682,-0.197527,0.998879,0.112447,-0.184919,0.984544,-0.151510,-0.151510,243
0.115662,0.000000,-0.027017,-0.146184,0.015441,-0.030307,-0.015126,-0.190966,0.990756,-0.015261,0.007720,-0.028662,-0.137826,-0.197527,0.997979,0.107575,-0.184404,0.983533,-0.116884,-0.116884,244
0.073707,0.013202,-0.022125,-0.103564,0.016272,-0.008760,-0.015623,-0.190475,0.990241,-0.014929,0.014737,-0.015442,-0.135369,-0.197087,0.997241,0.104123,-0.183862,0.983241,-0.075485,-0.075485,245
0.056789,0.001256,-0.001566,-0.082071,0.001877,-0.023214,-0.016045,-0.190422,0.989828,-0.012641,0.001566,-0.012390,-0.133476,-0.197045,0.997189,0.101387,-0.183799,0.982468,-0.056756,-0.056756,246
0.021684,0.004332,0.032133,-0.050958,-0.025351,-0.019011,-0.016533,-0.190773,0.990047,-0.014637,-0.010509,0.006561,-0.132753,-0.196901,0.998260,0.099688,-0.184644,0.981834,-0.019566,-0.019566,247
0.003558,-0.025482,0.043162,-0.018477,-0.028591,0.000481,-0.016781,-0.191674,0.990774,-0.007460,-0.027036,0.021821,-0.132635,-0.197750,0.999699,0.099072,-0.185597,0.981850,0.001099,0.001099,248
-0.035211,-0.033969,0.018466,0.025200,-0.020566,0.016547,-0.016948,-0.192583,0.991358,-0.005006,-0.027267,0.017508,-0.133809,-0.198883,1.000314,0.099912,-0.186283,0.982401,0.038290,0.038290,249
-0.073192,-0.061277,0.048959,0.075874,-0.010595,0.013533,-0.016903,-0.193781,0.992400,0.001341,-0.035936,0.031246,-0.136248,-0.200925,1.001946,0.102441,-0.186636,0.982853,0.080377,0.080377,250
-0.108850,-0.065207,0.057135,0.103826,-0.009890,0.027350,-0.016987,-0.195032,0.993808,-0.002512,-0.037548,0.042241,-0.139877,-0.203099,1.003851,0.105902,-0.186966,0.983764,0.117158,0.117158,251
-0.200298,0.061386,0.098637,0.143189,-0.004224,0.022391,-0.017939,-0.194080,0.995825,-0.028555,0.028582,0.060514,-0.146553,-0.201053,1.007139,0.110675,-0.187107,0.984511,0.204558,0.204558,252
-0.226739,-0.026329,0.011830,0.196694,0.014412,0.034670,-0.018440,-0.194278,0.996600,-0.015022,-0.005959,0.023251,-0.154111,-0.201930,1.007533,0.117232,-0.186626,0.985666,0.228076,0.228076,253
-0.259116,-0.054514,0.009710,0.230498,0.003084,0.044848,-0.018917,-0.195135,0.997509,-0.014309,-0.025715,0.027278,-0.162748,-0.203747,1.007857,0.124915,-0.186523,0.987161,0.261933,0.261933,254
-0.285740,-0.041708,0.042171,0.256532,0.007242,0.036711,-0.019404,-0.195710,0.998824,-0.014604,-0.017234,0.039443,-0.172273,-0.205138,1.009263,0.133466,-0.186282,0.988385,0.289967,0.289967,255
-0.280998,-0.067980,0.051806,0.270512,-0.001157,0.046601,-0.019578,-0.196862,1.000464,-0.005243,-0.034569,0.049202,-0.181640,-0.207404,1.010989,0.142483,-0.186321,0.989938,0.287572,0.287572,256
-0.309125,-0.038942,0.077294,0.280217,-0.010686,0.038145,-0.020060,-0.197689,1.002388,-0.014454,-0.024814,0.057718,-0.191944,-0.208702,1.013566,0.151824,-0.186677,0.991210,0.315335,0.315335,257
-0.333354,-0.018616,0.063300,0.281468,-0.012724,0.047888,-0.020925,-0.198212,1.004241,-0.025943,-0.015670,0.055597,-0.203056,-0.209322,1.015676,0.161206,-0.187101,0.992806,0.337175,0.337175,258
-0.330285,-0.028687,0.069437,0.276941,-0.018742,0.039205,-0.021814,-0.199002,1.006052,-0.026672,-0.023714,0.054320,-0.214065,-0.210279,1.017990,0.170437,-0.187726,0.994113,0.335059,0.335059,259
-0.338548,-0.031704,0.092397,0.276302,-0.017791,0.048864,-0.022851,-0.199827,1.008406,-0.031123,-0.024747,0.070632,-0.225350,-0.211335,1.021070,0.179647,-0.188319,0.995742,0.344899,0.344899,260
-0.326512,-0.037563,0.075645,0.272713,-0.017105,0.073816,-0.023748,-0.200738,1.010897,-0.026900,-0.027334,0.074730,-0.236234,-0.212587,1.023592,0.188738,-0.188889,0.998202,0.332020,0.332020,261
-0.314481,-0.068840,0.079880,0.263917,-0.021845,0.077509,-0.024591,-0.202250,1.013520,-0.025282,-0.045342,0.078696,-0.246717,-0.214882,1.026255,0.197535,-0.189617,1.000786,0.321927,0.321927,262
-0.292323,-0.063934,0.083470,0.253463,-0.023222,0.080616,-0.025238,-0.203702,1.016255,-0.019430,-0.043578,0.082040,-0.256461,-0.217013,1.029037,0.205984,-0.190391,1.003473,0.299665,0.299665,263
-0.261909,-0.053899,0.068328,0.242004,-0.042964,0.066007,-0.025570,-0.205317,1.018494,-0.009952,-0.048431,0.067170,-0.265191,-0.218810,1.031314,0.214051,-0.191823,1.005673,0.267793,0.267793,264
-0.235358,-0.050347,0.055940,0.218269,-0.058535,0.054059,-0.025855,-0.207131,1.020327,-0.008545,-0.054441,0.055000,-0.273036,-0.220488,1.033179,0.221326,-0.193774,1.007475,0.240313,0.240313,265
-0.195703,-0.036752,0.045812,0.193418,-0.047699,0.044249,-0.025893,-0.208539,1.021828,-0.001142,-0.042226,0.045029,-0.279560,-0.221713,1.034706,0.227774,-0.195364,1.008950,0.199412,0.199412,266
-0.154725,-0.025613,0.037494,0.160594,-0.035189,0.036228,-0.025795,-0.209552,1.023057,0.002935,-0.030401,0.036864,-0.284717,-0.222567,1.035956,0.233127,-0.196537,1.010158,0.157486,0.157486,267
-0.107075,-0.000827,0.067184,0.121310,-0.035930,0.046942,-0.025558,-0.210165,1.024959,0.007117,-0.018378,0.057063,-0.288286,-0.222594,1.038195,0.237170,-0.197735,1.011723,0.110236,0.110236,268
-0.058386,-0.020967,0.018529,0.073128,-0.030317,0.038434,-0.025312,-0.211019,1.025908,0.007371,-0.025642,0.028481,-0.290233,-0.223293,1.038813,0.239608,-0.198746,1.013004,0.060125,0.060125,269
-0.005877,0.016610,0.015160,0.025993,-0.025574,0.014184,-0.024977,-0.211169,1.026397,0.010058,-0.004483,0.014670,-0.290428,-0.222740,1.039318,0.240474,-0.199598,1.013476,0.005878,0.005878,270
0.050744,0.028322,-0.023582,-0.026709,-0.017613,-0.005565,-0.024576,-0.210990,1.025912,0.012017,0.005355,-0.014573,-0.288737,-0.221796,1.038532,0.239584,-0.200185,1.013291,-0.052924,-0.052924,271
0.104210,0.040189,-0.019312,-0.084918,-0.010009,-0.021619,-0.024255,-0.210487,1.025229,0.009646,0.015091,-0.020467,-0.285263,-0.220456,1.037889,0.236754,-0.200519,1.012570,-0.106479,-0.106479,272
0.104210,0.040189,-0.019312,-0.084918,-0.010009,-0.021619,-0.024255,-0.210487,1.025229,0.009646,0.015091,-0.020467,-0.285263,-0.220456,1.037889,0.236754,-0.200519,1.012570,-0.106479,-0.106479,273
0.264169,0.018117,-0.051363,-0.209008,0.032198,-0.051513,-0.023336,-0.209649,1.023515,0.027580,0.025158,-0.051434,-0.276458,-0.219852,1.036177,0.229787,-0.199445,1.010853,-0.266918,-0.266918,274
0.295947,0.014964,-0.111830,-0.249610,0.030073,-0.058926,-0.022563,-0.208898,1.020669,0.023169,0.022518,-0.085380,-0.266593,-0.219353,1.032449,0.221466,-0.198443,1.008889,-0.301359,-0.301359,275
0.332383,0.061057,-0.108737,-0.309938,0.065692,-0.081443,-0.022189,-0.206786,1.017499,0.011222,0.063375,-0.095090,-0.255513,-0.217318,1.028824,0.211135,-0.196253,1.006174,-0.339672,-0.339672,276
0.373722,0.047548,-0.173314,-0.371180,0.061711,-0.099485,-0.022147,-0.204965,1.012953,0.001271,0.054629,-0.136399,-0.243056,-0.215733,1.023047,0.198762,-0.194196,1.002858,-0.383106,-0.383106,277
0.447436,0.073771,-0.091631,-0.425874,0.049098,-0.113840,-0.021787,-0.202917,1.009528,0.010781,0.061434,-0.102736,-0.228141,-0.213274,1.019993,0.184567,-0.192560,0.999063,-0.454630,-0.454630,278
0.464270,0.082354,-0.091885,-0.451982,0.093901,-0.093221,-0.021583,-0.199979,1.006443,0.006144,0.088128,-0.092554,-0.212666,-0.210529,1.016930,0.169500,-0.189430,0.995956,-0.472431,-0.472431,279
0.448142,0.093120,-0.041406,-0.434714,0.096921,-0.076318,-0.021359,-0.196812,1.004481,0.006714,0.095020,-0.058862,-0.197728,-0.207425,1.015550,0.155010,-0.186199,0.993412,-0.454629,-0.454629,280
0.393265,0.098839,-0.033903,-0.414609,0.073012,-0.094492,-0.021715,-0.193948,1.002341,-0.010672,0.085925,-0.064198,-0.184619,-0.204130,1.014420,0.141190,-0.183765,0.990262,-0.400080,-0.400080,281
0.333785,0.094961,-0.061566,-0.370884,0.061401,-0.077369,-0.022333,-0.191342,1.000026,-0.018549,0.078181,-0.069466,-0.173493,-0.200965,1.012367,0.128827,-0.181718,0.987683,-0.343024,-0.343024,282
0.275909,0.079342,-0.050415,-0.308298,0.071384,-0.063338,-0.022873,-0.188830,0.998130,-0.016194,0.075363,-0.056877,-0.164296,-0.198320,1.010687,0.118550,-0.179339,0.985572,-0.283957,-0.283957,283
0.222819,0.060962,-0.041277,-0.270647,0.043430,-0.035897,-0.023670,-0.187090,0.996843,-0.023914,0.052196,-0.038588,-0.156868,-0.196288,1.009311,0.109529,-0.177891,0.984376,-0.229346,-0.229346,284
0.181502,0.051944,-0.033792,-0.215145,0.023961,-0.045363,-0.024230,-0.185825,0.995524,-0.016821,0.037952,-0.039577,-0.150818,-0.194557,1.008185,0.102357,-0.177093,0.982864,-0.187089,-0.187089,285
0.140314,0.028041,-0.027663,-0.164345,0.025044,-0.021172,-0.024631,-0.184940,0.994710,-0.012016,0.026543,-0.024417,-0.146141,-0.193622,1.007263,0.096879,-0.176258,0.982158,-0.144043,-0.144043,286
0.099377,0.031730,-0.005811,-0.118871,0.009133,-0.017334,-0.024956,-0.184259,0.994324,-0.009747,0.020432,-0.011573,-0.142829,-0.192564,1.007069,0.092917,-0.175953,0.981580,-0.101400,-0.101400,287
0.080657,-0.006557,-0.038348,-0.072796,0.009619,-0.014192,-0.024825,-0.184208,0.993449,0.003931,0.001531,-0.026271,-0.140140,-0.192783,1.005791,0.090490,-0.175633,0.981107,-0.083567,-0.083567,288
0.051433,-0.016237,0.002214,-0.052084,-0.010353,-0.027580,-0.024836,-0.184651,0.993026,-0.000325,-0.013295,-0.012681,-0.138426,-0.193324,1.005864,0.088754,-0.175978,0.980188,-0.049485,-0.049485,289
0.021047,-0.023819,-0.031804,-0.000352,-0.003711,0.009441,-0.024491,-0.185110,0.992653,0.010348,-0.013765,-0.011183,-0.137724,-0.194118,1.004804,0.088742,-0.176102,0.980502,-0.022367,-0.022367,290
-0.015047,0.008768,0.024530,0.027284,0.013264,-0.008336,-0.024287,-0.184743,0.992923,0.006118,0.011016,0.008097,-0.138226,-0.193826,1.005622,0.089652,-0.175659,0.980224,0.016924,0.016924,291
-0.038760,-0.019270,0.020084,0.053440,-0.007419,0.009236,-0.024042,-0.185187,0.993412,0.007340,-0.013344,0.014661,-0.139518,-0.194468,1.006291,0.091433,-0.175907,0.980532,0.042152,0.042152,292
-0.060052,-0.049661,0.050687,0.097698,0.021763,0.023709,-0.023415,-0.185652,0.994652,0.018823,-0.013949,0.037199,-0.141519,-0.196124,1.007981,0.094690,-0.175181,0.981323,0.069464,0.069464,293
-0.095892,-0.003556,0.146835,0.118943,-0.017209,0.003267,-0.023031,-0.185998,0.997153,0.011525,-0.010382,0.075050,-0.144716,-0.196242,1.012875,0.098654,-0.175755,0.981431,0.113817,0.113817,294
-0.176729,0.064233,0.067055,0.156272,-0.016952,0.018811,-0.023372,-0.185210,0.998585,-0.010229,0.023641,0.042933,-0.150607,-0.194101,1.015111,0.103864,-0.176320,0.982059,0.179014,0.179014,295
-0.203547,0.021501,0.002725,0.178588,-0.013208,0.048013,-0.023788,-0.185072,0.999430,-0.012480,0.004147,0.025368,-0.157392,-0.193384,1.015201,0.109816,-0.176760,0.983659,0.200751,0.200751,296
-0.221369,-0.028630,-0.014938,0.228048,0.008196,0.039310,-0.023676,-0.185413,0.999836,0.003340,-0.010217,0.012188,-0.164771,-0.194339,1.014704,0.117418,-0.176487,0.984969,0.219951,0.219951,297
-0.244546,-0.022389,-0.012238,0.243985,-0.003600,0.032179,-0.023686,-0.185846,1.000169,-0.000281,-0.012995,0.009971,-0.172922,-0.195085,1.014296,0.125551,-0.176607,0.986042,0.243223,0.243223,298
-0.247763,-0.065019,-0.010010,0.260089,0.000637,0.026341,-0.023480,-0.186919,1.000441,0.006163,-0.032191,0.008165,-0.181181,-0.197252,1.013962,0.134221,-0.176586,0.986920,0.249716,0.249716,299
-0.241385,-0.073308,0.026243,0.274664,-0.006382,0.038030,-0.022925,-0.188247,1.001512,0.016640,-0.039846,0.032136,-0.189227,-0.199696,1.014837,0.143376,-0.176799,0.988188,0.247159,0.247159,300
-0.290388,0.008719,0.021501,0.278276,-0.012726,0.047666,-0.023127,-0.188314,1.002665,-0.006056,-0.002004,0.034583,-0.198907,-0.199405,1.015553,0.152652,-0.177223,0.989777,0.290060,0.290060,301
-0.288953,-0.021437,0.034990,0.279056,-0.025485,0.055686,-0.023292,-0.189096,1.004176,-0.004948,-0.023461,0.045340,-0.208538,-0.200120,1.016720,0.161954,-0.178072,0.991633,0.291416,0.291416,302
-0.289802,-0.026296,0.046141,0.278830,-0.026574,0.062336,-0.023475,-0.189977,1.005984,-0.005486,-0.026435,0.054238,-0.218198,-0.200996,1.018258,0.171248,-0.178958,0.993711,0.293148,0.293148,303
-0.274229,-0.034409,0.055393,0.276423,-0.034878,0.067903,-0.023439,-0.191132,1.008039,0.001097,-0.034643,0.061648,-0.227339,-0.202143,1.020104,0.180462,-0.180121,0.995974,0.278473,0.278473,304
-0.275908,-0.043349,0.045347,0.268882,-0.037151,0.055593,-0.023556,-0.192474,1.009722,-0.003513,-0.040250,0.050472,-0.236536,-0.203588,1.021616,0.189425,-0.181359,0.997827,0.279886,0.279886,305
-0.264271,-0.045507,0.054846,0.269439,-0.035119,0.079544,-0.023470,-0.193817,1.011961,0.002584,-0.040313,0.067191,-0.245345,-0.205105,1.023444,0.198406,-0.182530,1.000479,0.268718,0.268718,306
-0.256384,-0.079501,0.044900,0.255020,-0.049823,0.065120,-0.023492,-0.195973,1.013795,-0.000682,-0.064662,0.055010,-0.253891,-0.207755,1.024941,0.206907,-0.184190,1.002649,0.261973,0.261973,307
-0.243149,-0.079435,0.054603,0.256272,-0.054186,0.053312,-0.023274,-0.198200,1.015594,0.006562,-0.066810,0.053959,-0.261996,-0.210403,1.026761,0.215449,-0.185997,1.004426,0.249166,0.249166,308
-0.225028,-0.024143,0.080709,0.239443,-0.045240,0.060836,-0.023033,-0.199356,1.017953,0.007208,-0.034692,0.070775,-0.269497,-0.211208,1.029451,0.223431,-0.187505,1.006454,0.229439,0.229439,309
-0.188452,-0.029082,0.048012,0.217357,-0.047897,0.067087,-0.022552,-0.200639,1.019871,0.014452,-0.038489,0.057549,-0.275779,-0.212177,1.031051,0.230676,-0.189101,1.008690,0.191512,0.191512,310
-0.147773,-0.011109,0.057392,0.175764,-0.045229,0.054921,-0.022085,-0.201578,1.021743,0.013996,-0.028169,0.056155,-0.280705,-0.212547,1.032964,0.236535,-0.190609,1.010521,0.150457,0.150457,311
-0.095653,-0.010130,0.028907,0.122017,-0.045190,0.027684,-0.021646,-0.202500,1.022686,0.013182,-0.027660,0.028296,-0.283893,-0.212885,1.033928,0.240602,-0.192115,1.011444,0.097128,0.097128,312
-0.031525,0.014178,0.005718,0.047187,-0.044974,0.022670,-0.021385,-0.203013,1.023159,0.007831,-0.015399,0.014194,-0.284944,-0.212413,1.034119,0.242175,-0.193614,1.012200,0.031210,0.031210,313
0.028279,0.010369,-0.013146,-0.021086,-0.020488,0.001380,-0.021265,-0.203182,1.022963,0.003596,-0.005059,-0.005883,-0.284001,-0.212067,1.033680,0.241472,-0.194297,1.012246,-0.029125,-0.029125,314
0.105662,0.011761,-0.028481,-0.101669,-0.007059,-0.032884,-0.021198,-0.203104,1.021940,0.001997,0.002351,-0.030684,-0.280479,-0.211675,1.032731,0.238083,-0.194533,1.011150,-0.107085,-0.107085,315
0.195695,0.003627,-0.075817,-0.184829,0.003032,-0.060550,-0.021017,-0.202993,1.019668,0.005433,0.003330,-0.068182,-0.273956,-0.211554,1.030204,0.231922,-0.194431,1.009131,-0.198690,-0.198690,316
0.300646,-0.005984,-0.113593,-0.271031,0.038926,-0.082766,-0.020524,-0.202444,1.016395,0.014808,0.016471,-0.098180,-0.263935,-0.211753,1.026417,0.222888,-0.193134,1.006372,-0.304614,-0.304614,317
0.376629,0.036835,-0.126815,-0.349299,0.035818,-0.116805,-0.020068,-0.201233,1.012335,0.013665,0.036326,-0.121808,-0.251380,-0.210526,1.022190,0.211244,-0.191940,1.002479,-0.382856,-0.382856,318
0.427681,0.079083,-0.086972,-0.422902,0.025026,-0.111786,-0.019988,-0.199498,1.009022,0.002390,0.052055,-0.099381,-0.237124,-0.207890,1.019291,0.197148,-0.191106,0.998753,-0.434042,-0.434042,319
0.492361,0.035849,-0.088066,-0.450418,0.029881,-0.091521,-0.019289,-0.198402,1.006029,0.020972,0.032865,-0.089793,-0.220712,-0.206695,1.016356,0.182134,-0.190110,0.995702,-0.497279,-0.497279,320
0.490274,0.051146,-0.072112,-0.456803,0.023185,-0.074934,-0.018731,-0.197163,1.003578,0.016736,0.037166,-0.073521,-0.204370,-0.204990,1.013952,0.166907,-0.189337,0.993204,-0.495248,-0.495248,321
0.440710,0.067161,-0.075771,-0.432510,0.039716,-0.077407,-0.018595,-0.195382,1.001025,0.004100,0.053439,-0.076590,-0.189680,-0.202751,1.011426,0.152490,-0.188013,0.990624,-0.446970,-0.446970,322
0.394865,0.065858,-0.078714,-0.381373,0.022891,-0.047312,-0.018370,-0.193903,0.998925,0.006746,0.044374,-0.063014,-0.176517,-0.200556,1.008802,0.139778,-0.187250,0.989047,-0.401416,-0.401416,323
0.335307,0.034738,-0.064420,-0.334902,0.001885,-0.054790,-0.018363,-0.193292,0.996938,0.000202,0.018311,-0.059604,-0.165340,-0.199398,1.006655,0.128614,-0.187187,0.987221,-0.339974,-0.339974,324
0.274873,0.029789,-0.052761,-0.274904,0.008736,-0.044873,-0.018364,-0.192650,0.995311,-0.000016,0.019263,-0.048818,-0.156178,-0.198405,1.004896,0.119451,-0.186896,0.985725,-0.278870,-0.278870,325
0.233318,0.019195,-0.059735,-0.211259,0.014883,-0.036725,-0.017996,-0.192082,0.993703,0.011029,0.017039,-0.048230,-0.148401,-0.197765,1.002905,0.112409,-0.186400,0.984501,-0.237554,-0.237554,326
0.170099,0.046608,-0.032362,-0.172601,-0.006925,-0.030078,-0.018038,-0.191421,0.992662,-0.001251,0.019841,-0.031219,-0.142731,-0.196211,1.001827,0.106655,-0.186631,0.983498,-0.173672,-0.173672,327
0.123583,0.030672,-0.009835,-0.111426,0.014171,-0.008569,-0.017835,-0.190674,0.992356,0.006079,0.022421,-0.009202,-0.138611,-0.195189,1.001499,0.102941,-0.186158,0.983212,-0.125029,-0.125029,328
0.093154,0.029140,-0.008061,-0.083533,0.008087,-0.023062,-0.017675,-0.190053,0.991837,0.004811,0.018614,-0.015562,-0.135506,-0.194218,1.001230,0.100157,-0.185889,0.982444,-0.094468,-0.094468,329
0.075863,0.006669,-0.006609,-0.055821,0.007499,-0.018890,-0.017341,-0.189817,0.991412,0.010021,0.007085,-0.012749,-0.132977,-0.193995,1.001010,0.098296,-0.185639,0.981814,-0.076341,-0.076341,330
0.041112,0.012026,0.011355,-0.020117,-0.019507,0.000594,-0.016991,-0.189942,0.991611,0.010497,-0.003741,0.005976,-0.131607,-0.193595,1.001388,0.097625,-0.186289,0.981834,-0.040359,-0.040359,331
0.013680,-0.007311,0.026143,0.003776,-0.018925,-0.015582,-0.016700,-0.190379,0.991787,0.008728,-0.013118,0.005279,-0.131151,-0.193838,1.002260,0.097751,-0.186920,0.981314,-0.011016,-0.011016,332
-0.011116,-0.041470,0.021415,0.042442,-0.012544,0.035709,-0.016178,-0.191279,0.992739,0.015663,-0.027007,0.028564,-0.131522,-0.195221,1.002973,0.099166,-0.187338,0.982505,0.014369,0.014369,333
-0.058406,-0.025662,0.034482,0.082920,-0.009900,0.012993,-0.015769,-0.191872,0.993530,0.012257,-0.017781,0.023736,-0.133469,-0.196076,1.004123,0.101930,-0.187668,0.982938,0.062136,0.062136,334
-0.090717,-0.061092,0.045308,0.123859,-0.007960,0.010629,-0.015217,-0.193023,0.994463,0.016571,-0.034526,0.027970,-0.136492,-0.198112,1.005633,0.106059,-0.187933,0.983292,0.096959,0.096959,335
-0.163367,0.012947,0.071547,0.155338,0.007138,0.024945,-0.015351,-0.192688,0.996071,-0.004015,0.010042,0.048244,-0.141938,-0.197681,1.008018,0.111237,-0.187695,0.984124,0.168729,0.168729,336
-0.208393,0.032347,0.058583,0.209890,0.021501,0.036778,-0.015326,-0.191791,0.997660,0.000748,0.026924,0.047683,-0.148884,-0.196603,1.009971,0.118233,-0.186979,0.985349,0.211594,0.211594,337
-0.244228,-0.008013,0.013497,0.252580,0.026665,0.030121,-0.015187,-0.191480,0.998387,0.004176,0.009326,0.021808,-0.157025,-0.196870,1.010421,0.126652,-0.186090,0.986354,0.244623,0.244623,338
-0.263614,-0.036137,-0.006012,0.286140,0.031899,0.041097,-0.014811,-0.191550,0.998972,0.011263,-0.002118,0.017542,-0.165812,-0.198074,1.010220,0.136190,-0.185027,0.987723,0.263751,0.263751,339
-0.276010,-0.045199,-0.004917,0.310058,0.028494,0.050195,-0.014244,-0.191829,0.999726,0.017024,-0.008352,0.022640,-0.175013,-0.199581,1.010056,0.146526,-0.184077,0.989397,0.276982,0.276982,340
-0.269822,-0.068173,0.047500,0.316258,0.017568,0.057750,-0.013470,-0.192672,1.001481,0.023218,-0.025303,0.052623,-0.184007,-0.201853,1.011640,0.157067,-0.183491,0.991322,0.275435,0.275435,341
-0.305526,0.019686,0.056258,0.324825,0.008988,0.064039,-0.013148,-0.192194,1.003486,0.009650,0.014337,0.060149,-0.194191,-0.201197,1.013515,0.167895,-0.183192,0.993456,0.306814,0.306814,342
-0.307607,0.019099,0.063583,0.318242,-0.000270,0.052426,-0.012971,-0.191880,1.005419,0.005317,0.009415,0.058004,-0.204445,-0.200560,1.015634,0.178503,-0.183201,0.995204,0.309376,0.309376,343
-0.300328,-0.007685,0.052046,0.318034,0.003638,0.059790,-0.012676,-0.191948,1.007283,0.008853,-0.002023,0.055919,-0.214456,-0.200817,1.017369,0.189104,-0.183079,0.997197,0.302598,0.302598,344
-0.279149,-0.027163,0.042615,0.313391,-0.001940,0.065907,-0.012105,-0.192433,1.009092,0.017121,-0.014552,0.054263,-0.223761,-0.201722,1.018790,0.199551,-0.183144,0.999394,0.281727,0.281727,345
-0.272286,-0.026293,0.052493,0.307055,-0.005400,0.053954,-0.011526,-0.192961,1.010866,0.017385,-0.015846,0.053222,-0.232837,-0.202598,1.020540,0.209786,-0.183324,1.001192,0.275202,0.275202,346
-0.261047,-0.020736,0.042973,0.283587,-0.016793,0.044167,-0.011150,-0.193587,1.012318,0.011270,-0.018765,0.043570,-0.241538,-0.203290,1.021972,0.219239,-0.183884,1.002664,0.263257,0.263257,347
-0.244152,-0.034292,0.052911,0.274372,-0.010388,0.053236,-0.010646,-0.194331,1.014087,0.015110,-0.022340,0.053072,-0.249677,-0.204433,1.023736,0.228384,-0.184230,1.004439,0.247315,0.247315,348
-0.223028,-0.031037,0.061151,0.255839,-0.018464,0.060757,-0.010099,-0.195156,1.016119,0.016406,-0.024751,0.060954,-0.257111,-0.205467,1.025774,0.236912,-0.184845,1.006464,0.226344,0.226344,349
-0.193968,-0.032140,0.032229,0.224853,-0.014544,0.067030,-0.009585,-0.195934,1.017773,0.015443,-0.023342,0.049632,-0.263577,-0.206539,1.026848,0.244407,-0.185330,1.008698,0.196165,0.196165,350
-0.161513,-0.027287,0.044235,0.196290,-0.020885,0.054882,-0.009005,-0.196737,1.019425,0.017389,-0.024086,0.049560,-0.268960,-0.207448,1.028323,0.250950,-0.186026,1.010528,0.163916,0.163916,351
-0.109433,0.002216,0.036196,0.153878,-0.024944,0.044936,-0.008264,-0.197116,1.020777,0.022223,-0.011364,0.040562,-0.272608,-0.207374,1.029529,0.256080,-0.186858,1.012026,0.110402,0.110402,352
-0.061847,0.000480,0.011816,0.103351,-0.027203,0.036782,-0.007572,-0.197562,1.021587,0.020752,-0.013362,0.024301,-0.274670,-0.207358,1.029923,0.259525,-0.187765,1.013252,0.062126,0.062126,353
-0.004488,-0.004671,0.009681,0.055895,-0.016950,0.012839,-0.006716,-0.197922,1.021963,0.025704,-0.010810,0.011262,-0.274819,-0.207514,1.030246,0.261388,-0.188330,1.013680,0.004949,0.004949,354
0.050611,0.010105,-0.027423,0.000548,-0.008501,-0.006670,-0.005863,-0.197895,1.021395,0.025579,0.000802,-0.017048,-0.273132,-0.207177,1.029332,0.261406,-0.188613,1.013457,-0.051722,-0.051722,355
